,197RDB0069,197RDB0219,197RDB0263,197RDB0162,197RDB0006,197RDB0192,197RDB0268,197RDB0195,197RDBCJ0047,197RDB0067,197RDB0012,197RDB0221,197RDB0269,197RDB0157,197RDBCJ0052,197RDB0190,197RDB0003,197RDB0291,197RDB0293,197RDB0160,197RDB0212,197RDB0005,197RDB0107,197RDB0004,197RDBCJ0056,197RDB0253,197RDBCJ0057,197RDB0281,197RDB0207,197RDB0010,197RDBCJ0065,197RDBCJ0053,197RDB0289,197RDB0077,197RDB0009,197RDB0011,197RDBCJ0061,197RDB0163,197RDB0208,197RDB0249,197RDBCJ0058,197RDB0247,197RDB0158,197RDB0194,197RDB0318,197RDB0184,197RDB0280,197RDB0170,197RDB0432,197RDB0264,197RDB0211,197RDB0073,197RDB0002,197RDB0333,197RDB0070,197RDB0169,197RDB0419,197RDB0299,197RDB0271,197RDB0183,197RDB0363,197RDB0414,197RDB0081,197RDB0365,197RDB0336,197RDB0254,197RDB0119,197RDB0242
RPL27A,13.9592264,13.77716471,13.96173842,13.91540689,13.85277092,13.93979738,14.06011339,13.88522952,13.91393744,14.16847461,14.10868837,14.13272389,14.04348045,14.27268784,13.84424296,13.99749049,14.0710385,13.79001889,13.9772753,14.10807538,13.96753613,13.86552563,13.81978541,13.83607451,14.01575537,14.03601858,14.04791749,14.00296612,13.95408028,13.95949676,13.82802202,13.98233449,14.05670532,13.9018607,14.03113468,13.90895806,13.99203479,13.81965686,14.00444428,14.19670131,13.84001639,13.9537962,13.92144171,13.96446897,14.13431347,14.06611618,13.98552577,13.94615378,13.9864865,13.93591616,13.94151149,14.03751479,13.79240239,13.896447,14.00934926,13.97057852,14.05383088,14.19811245,13.98552577,13.95252835,14.05585893,14.12897689,14.02601309,13.99923156,13.83980951,13.88790254,13.79289061,13.92275173
RPL37A,14.56123761,14.37387384,14.29475346,14.34506202,14.23044932,14.39085066,14.41403586,14.25565045,14.27847584,14.36217915,14.38369871,14.53544955,14.18587824,14.39085066,14.38369871,14.34506202,14.43281557,14.33393409,14.52208676,14.36761029,14.35522508,14.19328529,14.26515861,14.23044932,14.43281557,14.45368663,14.41018383,14.33393409,14.33996408,14.35726516,14.23044932,14.43281557,14.21797399,14.33071155,14.4907356,14.41018383,14.41018383,14.3266099,14.29485766,14.476162,14.23044932,14.33393409,14.28924528,14.4882792,14.4014593,14.25565045,14.33393409,14.4882792,14.36758236,14.31800566,14.30906131,14.28973799,14.29182012,14.37829424,14.27855204,14.36761029,14.47994311,14.30168959,14.30168959,14.34506202,14.41030032,14.06226003,14.25242492,14.47107014,14.36030792,14.27165714,14.25694795,14.25430886
RPL38,13.4104593,13.28991014,13.25494198,13.4735478,13.09197132,13.44670859,13.66850976,13.28804259,13.17369793,13.24750713,13.36976191,13.00472216,13.31650941,13.20285196,13.28786184,13.09485711,13.19382595,13.00989987,13.23792114,13.29344357,13.31999586,13.24047573,13.55050196,12.93686636,13.30846812,13.32967018,13.31318131,13.56971781,13.40185247,13.32376672,13.08163596,13.24047573,13.0838498,13.26218216,13.36976191,13.19382595,13.09761779,13.18129082,13.31416478,13.18050283,13.32883118,13.11467923,13.02199259,12.85863446,13.48305593,13.42465921,13.26466959,13.2671001,13.53143392,13.21130281,13.31999586,13.59699803,13.26115601,13.51732135,13.05639199,13.44670859,13.41248884,13.18549079,13.45370249,13.13969406,13.13101378,13.2133365,12.77780437,13.34345734,13.04544872,13.17353325,13.14262947,12.95918549
RPLP2,13.43272597,13.24597235,13.47122804,13.30043532,13.49342764,13.54976076,13.74066215,13.45069281,13.39067995,13.66784903,13.77537912,13.56682281,13.52052219,13.79190028,13.37188,13.24238166,13.70037004,13.31563645,13.55058121,13.4627948,13.367739,13.43331073,12.99802043,13.32218904,13.47866254,13.42928357,13.55201733,13.5817177,13.29001012,13.75240607,13.42952845,13.61372949,13.59592377,13.35002451,13.69688948,13.53096658,13.53464329,13.21251929,13.58406855,13.20888776,13.41410468,13.110049,13.30043532,13.47506158,13.26270598,13.36869601,13.37401404,13.38725926,13.56299194,13.2653772,13.44678367,13.61537534,13.37975976,13.50638156,13.29456264,13.30043532,13.43809922,13.59592377,13.37401404,13.50680523,13.36630616,13.73848077,13.02892503,13.45619032,13.40212263,13.32950444,13.14678887,13.43652265
RPS11,13.88940865,13.791636,13.67582038,13.91017132,14.00942521,14.0059434,13.90315598,13.85620232,13.73891941,13.9019628,13.8805731,13.68909189,13.85568166,13.82225748,13.71472982,13.80411623,13.69571882,13.68098662,13.92474637,13.86404008,13.86575615,13.82834083,13.99488594,13.63672976,13.91284844,13.72372846,13.80360627,13.78321373,13.74680522,14.0844235,13.73891941,13.76084113,13.88804863,13.84573702,13.90375446,13.8805731,13.8805731,13.7849091,13.91042227,13.8445912,13.89084973,13.91389174,13.91017132,13.93402208,13.86786591,13.71233089,13.69583196,13.75477269,13.85224616,13.58798999,13.96981648,13.77339883,14.06114834,13.94052588,14.01791527,13.77287273,13.69368381,14.00088951,13.85740502,13.76680745,13.73164435,13.94341706,13.72960697,13.80956974,13.73353938,13.96435941,13.78729879,13.81584507
RPS19,13.90194498,13.36013102,13.76192061,13.70690948,13.99923873,14.02060247,14.10389557,13.45680211,13.61988547,13.60591864,13.69688064,13.61483482,13.55773493,13.66529962,13.28994352,13.58775404,13.67147888,13.28666024,13.71320709,13.60884216,13.37288357,13.57893702,13.46083955,13.54611781,13.69355537,13.73023377,13.63066382,13.57318473,13.82591268,13.89438207,13.6746712,13.60172894,13.57318473,13.62670554,13.66466406,13.6163075,13.68966708,13.52032922,13.58668678,13.53836712,14.00366706,13.62852111,13.6227715,13.76620733,13.67548606,13.52665964,13.44280363,13.62954703,13.72265334,13.53836712,13.41033521,13.56187184,13.98948633,13.78389832,13.66031277,13.61546963,13.6963287,13.48194176,13.99400597,13.70690948,13.62087031,14.07098382,13.0338439,13.91341063,13.34035731,13.21488825,13.31242701,13.23555056
RRM2,9.97572664,9.871905709,11.33973472,11.43383361,10.26547648,10.84457406,9.707673088,9.766468646,10.88553468,10.41934716,10.07132068,10.22179826,10.49640842,10.73333841,9.574194563,10.90216161,10.2198454,11.09453745,10.84098365,11.21118477,9.438833445,9.192308021,10.2293788,10.67127535,9.752168903,10.7394987,10.05530821,10.20142426,9.069205791,9.914965423,11.50305661,10.36751644,9.489878624,8.998567166,10.61828531,11.17086705,10.04212838,9.958523207,10.15295209,10.09788679,10.5758844,9.805272905,10.60738499,9.806985417,11.17164995,10.67324402,10.16165735,10.88765695,9.98814241,11.72861411,9.509489173,9.86759403,11.19642998,9.465545494,10.37944473,10.85554543,10.83894111,9.26992669,10.02701099,9.490845961,9.998210225,10.75505296,9.483804706,11.51404533,9.129307205,9.388148996,8.624089168,9.433730217
S100A11,11.38695571,10.91556527,11.16802958,10.60837938,10.933166,11.6845608,10.65994942,11.09773792,10.84987901,11.37978779,11.28606793,11.45445666,11.00618799,10.49171338,11.78907159,11.6464775,10.91761134,11.16606865,10.92403599,10.77278549,9.700869387,10.86960407,10.59711045,11.12653007,10.81975231,11.53676939,10.77173267,10.41286785,11.93736071,11.1723289,11.24563029,11.11468433,9.934926836,10.98180058,11.10945217,11.04668343,11.06935331,12.01781644,11.03325073,11.49281802,11.07444619,11.38669936,10.82370755,11.65863425,11.94908471,10.81405629,10.95323351,11.20411274,10.9122364,11.3720304,11.20518744,10.89254334,11.1723289,11.52913451,10.02807488,10.69853101,11.30192434,11.71267511,11.1415352,11.59374037,11.4376455,11.09431395,11.86827024,11.05729744,10.32343067,10.67216465,10.12876339,10.09028222
SCOC,7.888633956,7.064715632,7.391831583,7.505634424,8.155458979,7.999568153,8.12241512,7.478374763,8.316438552,7.597153667,6.300786073,8.957951008,6.869762513,8.067659874,7.914019436,7.808499245,7.968662764,7.998211469,7.805825334,7.802214969,6.528955189,8.316438552,6.930364751,8.243247547,7.989541127,7.352213794,6.642971169,7.03378021,7.823796406,7.851381844,7.734805389,8.334820924,8.153474736,7.606718115,8.084376246,8.381491501,7.797500551,7.245986194,7.383162307,7.81056048,8.021443551,7.389316384,7.947560451,8.120477279,8.192771903,8.498413474,7.758087439,7.096855751,8.54302211,7.828307015,7.671484777,6.786206883,8.016556183,7.212354212,8.201406614,8.060498643,7.874323502,6.971023844,8.361131008,7.690589737,7.131889106,8.274683726,7.424968053,8.367155164,7.762452031,8.07984377,8.107903672,7.845965546
SELENBP1,10.58886136,11.97083443,8.581334819,10.7726522,11.06080418,8.996898602,9.93086118,12.42245225,11.12585158,11.08222009,8.281364782,7.8917248,10.21280932,9.051009333,8.201826093,9.762010188,8.680448892,10.56224286,11.59365399,9.052222547,11.7014937,11.35986747,10.96482737,9.73802819,9.275839057,9.218771635,11.13752676,8.916608206,9.51842607,10.42487033,7.047484398,9.732179152,9.57075018,12.31443816,12.24384987,11.07920958,11.04761294,9.164619252,8.997567371,9.342822739,11.28483016,10.16913603,9.716015741,8.233290993,8.479159236,11.41086165,9.232735595,6.771672893,9.818851616,8.741965131,9.142166897,8.369012625,9.135775801,10.36128806,9.043480884,10.54981398,9.191042538,9.141693466,11.9123986,9.884535562,7.865530503,8.163385347,8.136273264,9.316237013,12.05215608,11.78897179,11.86459089,12.03501767
SLC12A2,10.94769524,10.52529875,11.44793901,11.17562432,10.66046698,9.489766568,10.40188288,11.3423167,10.65531823,10.74445075,10.58714669,10.68494034,9.925659352,11.7263533,9.911431474,9.841992714,9.803632169,9.75262586,10.21951211,10.4038547,10.32030241,9.262421312,10.53892934,10.96649732,10.34833785,11.5294862,10.3729681,11.305559,9.175258204,10.92340126,9.607365996,10.32625658,10.71580447,9.189067654,10.8065257,11.35221433,9.717967045,8.746662635,9.561123159,11.61394132,10.85024473,9.386631275,10.64252575,9.419215704,11.2349093,11.83370375,10.72684986,10.56689391,11.01896139,9.487791371,9.753034974,10.50980406,10.88889204,9.920506177,10.06830982,11.19636681,11.07825224,10.04219325,10.20129626,10.27798533,11.39723499,10.94141364,8.102573904,10.78852322,9.834505742,9.868796674,8.810758217,10.12342659
SLC25A13,8.316330699,8.840561615,7.814067909,8.345717841,8.164343091,8.414783708,8.691505662,8.102142904,9.02558039,8.35910931,7.387082563,8.462504101,9.130415403,8.722945153,8.648847891,8.129578532,8.499613542,7.448215356,8.666718117,7.869464181,8.296249676,8.736204961,7.527374884,7.387082563,8.982031988,8.862933338,8.629654466,8.285994316,7.814134903,8.480175462,7.574258059,9.153481129,7.984887951,9.405352782,8.573227218,8.657974161,8.150349406,8.93954041,8.817083783,7.958202067,9.08660257,8.502530526,7.660413065,8.220141022,7.399653803,8.491053996,9.186922719,7.494874774,8.461218545,8.155777005,8.143059428,8.660400769,7.785173849,8.40467882,7.87333349,8.783818438,8.191586346,8.40240249,8.655253129,9.045713202,7.605704625,8.758588706,7.510242962,8.857758796,8.892935367,8.07126469,8.58335502,8.170100889
SLC25A30,5.320816111,5.03912983,5.043119142,5.228587772,5.397245865,5.495587536,5.213126971,5.412739112,5.031092808,5.052750828,5.411604825,5.510954332,5.367795699,5.22447625,5.340575581,5.392244868,5.192268602,5.053376389,5.440913994,5.627318751,5.081296874,5.50036094,5.422138591,5.142612848,5.024212228,4.9790687,5.158884351,4.797073939,5.003067141,5.256866804,5.257030563,5.149114137,5.439520341,5.409963842,5.220325785,5.430091414,5.029264789,5.250035955,5.266941173,5.223390461,5.226354964,5.154482965,5.01749596,4.911232904,5.226657653,5.113124087,5.066271327,5.360802159,5.448388679,5.069788631,5.532648107,5.072579844,5.056533778,4.754188531,5.214643733,5.176507264,5.397922891,5.282622343,5.177329427,5.091991008,5.032892853,5.139628073,5.141669836,5.226963547,5.380623215,4.783481355,5.166754647,5.256473755
SLC26A1,5.222783143,5.479803641,5.487928746,5.003708794,5.555217155,5.404040437,5.395497229,5.29797819,5.179399374,5.56362975,5.243149335,5.399592853,5.552291663,5.623250316,5.44036859,5.356314611,5.591850252,5.426961992,5.124164373,5.196925517,5.307759625,5.600833954,5.403460167,5.334497528,5.211486986,5.454538766,5.420545482,5.342042059,5.251696616,5.303543287,5.625267077,5.37420838,5.436713064,5.28737017,5.379003289,5.234616252,5.315344645,5.50974353,5.285865301,5.529180809,5.384074564,5.297825654,5.212111558,5.225891761,5.400763801,5.402127016,5.532932528,5.233478064,5.3944683,5.379416307,5.135100865,5.538091179,5.375225347,5.463093326,5.263336003,5.448745513,5.666189862,5.518097065,5.380227295,5.458766999,5.116808811,5.25977134,4.977221838,5.504230611,5.391785131,5.516294545,5.458192825,5.244081506
SLC39A8,7.773255473,8.977780587,8.631531164,7.773689351,8.647409926,7.325628036,7.52152333,9.064039299,8.832965525,7.58219083,7.735418235,7.738741394,6.625137622,7.711415929,7.485023745,8.103233085,8.246687467,7.891394493,8.212241496,8.711092684,6.815555341,7.024669971,8.719031297,7.128973411,8.550339794,7.534634513,7.295820923,7.950840441,7.417246908,7.517928449,7.060692133,8.449340819,8.480534722,7.353000389,8.570945636,9.056760066,7.412480234,7.401805685,8.005302235,7.430297157,8.232766044,6.097796166,7.749838985,7.771779878,6.829300992,8.37722199,8.021138864,7.200198488,7.824689937,7.22184695,6.579409869,7.362928741,7.012948444,6.601062857,8.16793206,7.936870026,7.879006093,7.790778898,7.088409438,7.700301502,6.962038351,7.592624679,7.576858276,7.390744672,8.453595017,9.257383651,8.885301595,8.492731233
SLC4A4,6.232917514,6.497630362,6.837328461,6.70250751,9.044697313,4.61556788,5.094559071,8.831995031,9.14899877,6.768444628,8.206364994,7.460987241,4.105591553,4.946279669,4.863708476,9.16911306,5.368596925,10.12882161,6.334908026,6.967993805,6.847927252,9.613896383,5.795890043,9.456067633,4.770667533,4.496745114,9.066193844,6.041170615,9.833885105,7.749305213,5.509554228,6.529890603,10.88012586,7.14272399,5.906227802,7.374989582,8.162045689,8.376047207,5.525151561,5.918287291,6.483378007,3.856406151,8.704611751,6.720697674,6.989738737,8.003857801,8.440091599,10.36304657,6.27392835,8.070007137,6.773554365,6.549866144,7.770724339,6.462172313,10.56204254,4.46474264,4.490347753,5.842974374,7.923231965,6.022877693,4.109365739,4.19247021,5.952159694,6.96022523,9.944473956,10.48348958,10.87647321,10.64917163
SMAD4,8.797010375,8.010437505,8.692679927,7.335485768,8.728032173,8.016915482,6.787989092,8.41714894,8.562821165,8.048788552,6.855996224,7.628821694,7.323812184,7.891719774,8.205530297,8.379058506,8.332029866,8.743952297,7.947352737,8.537213559,8.068837988,8.381781993,7.509646989,8.85461335,7.1459039,7.800827096,8.047789869,8.59518748,8.899207439,8.785883433,8.874609506,7.851617675,8.916337213,7.958059676,8.527108763,8.829409066,8.415937265,6.991768262,7.698182711,8.268911083,8.430052984,8.222680361,8.932704682,8.621478934,8.78993886,8.341547848,8.26605287,8.937828156,7.546467016,7.687552448,7.798540258,7.607198043,8.851024724,7.597548757,8.780854807,7.494550225,7.703978736,6.546411524,7.544201913,7.948688741,8.138759216,8.420897793,8.287605582,8.306673836,8.258220974,8.654272337,8.436594315,8.618545608
SOAT1,5.551589024,6.164277293,5.433589913,4.868681468,5.392246383,5.167213679,6.094845226,5.658539003,5.682524929,5.396667606,5.378758597,5.815076597,6.285038244,5.893731349,5.339121014,5.573207755,5.827423034,5.729202168,6.243946688,5.737288484,6.190355253,5.580959631,5.390360179,5.458006481,5.714739716,5.508945039,5.716849222,6.206306215,5.780606598,5.309752289,5.913787966,5.572216661,5.02872364,5.037991667,5.482656084,5.554782394,5.424573979,5.879997026,6.153207438,5.761263493,5.218219075,5.818818963,5.996772765,5.994085508,5.230747411,5.316786249,5.802367723,5.897619516,5.119630576,4.407161358,5.622524382,5.2070406,5.724257617,5.32975046,6.623083196,5.528174167,5.43874742,5.675249455,4.970467236,5.01042121,6.160392042,5.355785043,5.577337997,5.369088808,6.163015889,6.071545534,5.479560401,5.572713847
SOX9,10.82610846,10.48417873,11.06226479,10.57762419,10.8534383,10.94494677,10.6338365,12.11167996,10.44170208,11.41885446,10.4617595,10.61704737,11.47171032,11.16462437,10.57544517,9.834521664,10.02352564,10.12082385,11.23255583,10.43000369,10.43752345,9.058196691,11.56524169,11.12123647,10.18818838,11.50970264,10.21910744,11.57159851,9.943504996,10.89394506,10.32592498,11.35877163,9.316393401,10.88126283,10.26923851,11.91778182,10.05764918,10.08335473,10.79033788,10.78902684,9.672706152,11.03996234,10.32108917,9.391148377,11.16346583,10.85417989,10.33756253,10.09317836,10.89903626,10.22910776,10.60766505,10.60703715,11.84468731,11.22124853,9.994882277,10.75632238,10.99319857,10.33203407,10.45464992,10.16141655,10.85873448,10.69879996,9.45194922,11.28927358,10.24882206,9.235737589,9.396635582,9.549530889
SPARC,12.315106,11.93379467,11.74376116,11.75368028,10.64995595,11.84533359,12.23055269,10.21619626,11.53282706,12.0827403,12.09154944,11.71438705,12.08653374,11.94296978,12.40452084,11.69700859,12.99629244,11.85853518,12.04921526,11.83211093,11.06333234,11.00146994,10.24198555,12.45870824,11.09601352,12.2655945,11.14786703,8.919559029,12.2739952,9.643193119,12.08547089,11.7003697,11.16526852,10.68150729,11.446088,11.82256028,12.23206669,12.0543934,10.48001021,12.69741812,11.25002214,12.50961623,12.4137993,13.15802468,12.10981943,11.47022961,12.11166906,12.24350361,11.82157882,11.88070886,12.26773173,11.19968891,12.61058859,11.72065415,12.89325208,11.2653384,12.19975005,12.47784461,10.56084716,11.84737129,12.82092178,12.40180236,12.35478516,12.10454899,10.60409737,11.24957221,10.20292508,11.33707749
SPP1,11.41606794,6.124304248,10.45877334,8.340254737,11.08295037,8.700271755,10.44566552,6.171453766,10.92152496,10.71774795,12.37130388,11.35865059,7.518957565,10.51042488,12.44111017,9.434520131,12.93001815,10.95228163,10.0232462,11.74784609,7.84735777,7.37976642,5.203419367,12.21924014,10.08666661,11.86070684,7.748638737,4.566922279,11.86303072,6.055326477,12.85381114,11.41401571,7.857056775,7.287573382,7.617047425,10.92481881,9.820084521,11.39076065,6.734591325,11.36119589,9.431795237,11.13444842,12.42255029,11.78428892,12.65713757,7.256759625,11.38181066,11.71804425,7.850533126,9.066590398,11.09175975,7.019913779,12.52791616,10.11006672,11.7190559,8.274112234,8.081867156,9.677872755,5.343072758,8.211129146,12.5718378,10.26063888,9.788482319,9.732917498,7.112119536,7.250829706,6.365373276,6.771721891
SPRY4,4.040978745,4.221677369,4.055025266,4.815571406,4.312864965,4.349630511,4.170285886,4.142329148,4.126571119,4.409445888,4.591868759,4.472776554,4.237875428,4.830791908,4.265893548,4.392336679,4.428510448,4.185213409,4.382960535,4.385246992,4.160142745,4.164026387,4.428122411,4.703070035,4.305504541,4.581168815,4.762944234,4.526755981,4.232557244,4.613164319,4.067958406,4.129086582,4.913889496,4.333690624,4.317281901,4.294917879,4.263407062,4.765492006,4.466393641,4.38092793,4.193343915,4.071738091,3.918193144,4.895663086,4.40986245,4.294491761,4.532330848,4.364131425,5.083589217,4.456816314,4.845833916,4.30042991,4.571067076,4.537369816,4.057717376,4.49659343,4.039841997,4.699656079,4.158207695,3.911538597,4.515845815,4.174143381,4.739947623,4.405024299,4.224861587,4.108974297,4.337447162,4.346012489
SRC,5.687631449,4.980756065,5.299743419,5.407302132,5.14205314,4.754823949,5.644123898,4.856937247,5.359172788,5.318347112,5.024648093,4.903924071,5.140539773,5.113199435,5.319289443,5.180121604,5.098059627,5.312250708,5.121422984,5.296251885,5.269453002,5.235730312,5.606608234,5.158225225,5.620721476,5.316142489,4.980606786,5.262085192,5.450278711,5.32371193,5.355631625,5.983057531,5.175861395,5.17492089,5.668745908,5.353537821,5.38034254,5.139020797,5.37252484,5.215947659,5.353761202,5.209644329,5.222967497,5.356686298,5.375321426,5.195732169,5.520535011,5.328636069,5.343205372,5.166683893,5.382479734,5.026707233,4.962839902,5.39318283,5.77716373,5.430445175,5.400668511,4.812708545,5.60730071,5.524045955,4.944940027,5.450086115,5.236586925,5.36068858,4.94627609,5.485814171,5.368059608,5.036336423
STK3,8.0843008,8.057355438,8.774846543,7.836150052,8.119330367,8.611685463,9.275502719,8.114376352,8.119035552,8.204231689,7.811055759,9.559616185,7.721475874,7.883799371,9.202710957,8.649870649,8.783391859,8.391789119,8.245206012,8.55792023,7.618069306,7.796399375,7.13237148,9.121904805,9.168941747,8.597100318,8.262023385,8.041526495,9.247668742,8.608322416,8.338117699,9.080817769,8.916618813,8.641193723,7.827957437,8.210929833,8.32056052,9.494514615,8.075338803,8.893933049,8.584466315,8.777100703,8.101424886,9.546665326,8.798591131,7.959132668,8.208869164,9.038505091,9.393723282,8.364547219,8.680216253,8.598084068,8.409208021,9.008065217,8.092253999,8.401661777,9.160443173,8.336297742,8.826151537,9.19034039,9.096419439,8.446940163,7.517525887,8.413647333,7.834571415,8.112578819,7.647976276,7.749575491
STOX2,4.566785479,5.168380858,4.848634779,5.097233923,5.110227299,5.170094048,4.720343726,5.168485836,5.071539661,4.820304603,5.290052035,5.201946925,4.699195933,4.939652741,5.053481586,5.03598649,4.531530965,5.199251679,5.466129658,4.262524606,5.423909022,4.916371671,5.458067232,5.317224146,4.959712417,5.020520317,5.29483328,4.72395327,4.80626003,5.140838554,4.996629438,4.966261442,4.728474061,5.257057492,5.132236198,4.923853663,5.118723771,5.443198619,4.895119373,5.329970489,4.927996109,5.355900986,5.146954159,5.153863977,4.747066361,4.959541563,5.303692569,4.534755106,4.950382402,4.758093434,5.209631338,4.757541372,5.114548135,5.265990874,5.636095752,5.244870741,4.838688117,4.69987163,5.020291138,5.150214308,4.878893362,4.819547788,6.036214444,4.938605703,5.342397097,5.343944379,5.814795833,5.187208341
STX7,6.626750237,6.693342828,6.676858797,6.40336848,6.654151543,6.79132135,6.790804392,6.919652501,6.782432282,6.610451573,6.275610369,7.199500146,6.087936744,6.700775789,6.952759675,6.513382334,6.964053233,6.786928276,6.449584762,6.579639032,6.336837982,7.008346454,6.797560936,6.708265321,6.585451922,6.568398961,6.094018569,6.958854897,6.59662994,6.837809159,6.836930467,6.605592772,6.853492604,6.537016749,6.549602917,6.447114705,6.505181764,6.850381242,6.760067376,6.41823791,6.561001357,6.549764583,6.565542947,6.737038581,6.43242588,6.603448429,6.613091064,6.762767633,6.283194978,6.821297556,6.892230441,6.97931029,6.674625582,6.626875514,6.691492959,6.630198358,6.858078991,6.389979364,7.009352338,6.529463936,6.662885296,6.991819647,6.796348852,6.74819778,6.723737849,6.519662267,6.459784384,6.787355137
SULF1,11.23359137,9.70595251,10.25008993,9.888841548,9.039440951,10.09893057,11.34759892,8.429827655,9.970081289,10.30861433,10.54413636,9.777919594,10.47325658,10.99720693,11.03778609,10.42774144,12.09789541,10.66920633,10.31107616,10.93345732,10.16727448,8.779320661,8.103173858,11.33131841,9.812516517,11.28883746,9.72933908,7.073746013,11.47078639,8.22903238,11.44604567,10.4254861,8.323458148,9.753718786,9.244896878,10.68020394,9.068970352,10.81736639,8.077045481,11.54706764,9.775241514,11.57366609,11.66225304,12.03348785,11.21537779,8.949273601,10.64637831,11.62031541,10.50613298,10.2892055,10.99464627,9.237165566,11.92875434,10.35092646,11.2296316,9.577443891,10.74887538,10.61160627,8.439550803,10.47692775,11.87273949,11.35672951,10.52106258,10.80245575,8.048940026,8.521938896,8.31221181,8.508697573
SYT17,6.166211208,5.965606215,6.1341779,5.505224138,5.961876973,5.54347897,6.090099262,6.765005784,5.85925338,5.9707721,6.906849369,7.269058052,7.173689573,5.654200439,7.338087375,6.469414114,6.168216321,5.899530091,6.227159606,6.089912071,7.137136506,6.119131961,5.774825918,6.055652068,5.987240446,5.828949398,6.876935769,7.87020869,6.372274973,6.264491125,5.646903896,5.802850225,6.313007161,7.159002396,6.564449525,6.205648913,6.160672437,6.837884021,5.317886643,5.672765867,5.916271165,6.181531454,6.124276869,6.919721612,5.468170188,6.054781419,6.481707505,6.318239311,6.185980677,5.666999964,6.147508361,5.669128632,7.418013001,6.248614096,5.862917851,6.207818392,5.785320985,6.012749454,5.745856186,6.207497774,5.664472914,5.287314999,6.463551264,6.11703354,6.841304626,6.259237138,6.996503075,6.393622223
TACC2,5.043050764,5.11212255,4.873283109,5.139583148,5.038278406,5.218121198,5.230115957,5.048111146,4.958526962,5.196125179,5.377757458,5.108246782,4.800428239,5.086095129,5.137500918,4.952424028,4.818991172,5.28875854,5.08243971,4.749172563,5.054936012,5.187093157,5.042168219,4.867734307,5.231292484,5.274200128,5.07825633,4.897799026,4.711788939,5.302236458,5.197508311,4.938918967,5.179426394,5.107521966,5.096621579,5.032525669,5.053963997,5.176358078,4.997908853,4.85441709,5.013013127,5.023955877,5.24641537,4.733279715,4.910866515,5.182095545,5.023153273,4.949130014,5.228366382,5.115371574,5.152890923,5.329828062,5.222497108,5.43980237,5.009144787,5.160327209,4.88164984,4.853171604,5.1710449,5.181031016,4.887484361,5.317695561,5.016210344,5.012146803,4.997856339,4.759577684,5.060746842,4.960333033
TARS,10.40080584,9.771409057,9.900397199,10.9493633,10.09371935,10.01284458,9.729557875,10.02916639,10.11303174,10.06807918,10.00806215,10.24603545,9.831692432,10.35478643,10.34655765,9.894421945,10.07871254,10.20173464,9.556504681,10.48640792,9.767734914,9.848673628,9.810892315,10.30032067,9.959812561,10.60414716,10.07871254,10.34292844,10.9984828,9.671773623,10.15946057,10.04212653,10.13034671,9.589876624,9.787960611,10.11853881,9.416667473,10.40483923,9.899711339,10.55664122,10.19817866,10.05278815,9.940198233,9.665570447,10.49958652,10.38166494,10.28509308,10.59841295,10.55229571,10.54915847,9.616806225,10.18430408,10.20977872,10.77367194,10.74665482,10.13568729,10.4250296,9.787884035,10.879295,10.07322151,10.38728923,10.45607906,10.09059436,10.44493732,10.01595441,9.96338232,9.680605939,9.968000428
TBL2,5.099469755,4.979967265,5.613779843,4.957036496,4.986461689,5.1605683,4.74102401,5.311734339,5.180766958,5.007397986,5.110472376,4.973100301,5.013861753,4.997876437,4.846696349,5.606368189,5.039836531,5.677511351,4.934285213,5.037998856,5.099970958,5.088645309,5.225996181,5.284859353,5.167840562,5.158565446,5.297966354,5.029809051,4.960514575,5.210526344,4.98551475,5.002922705,5.259817546,5.027642316,5.167287304,5.247001962,5.020814015,4.803750454,5.250890881,4.806113901,5.115132108,4.724463004,4.994954184,4.582537207,5.450609888,5.257220365,5.185144071,5.517879441,5.087145756,5.507339626,4.810018747,5.20480516,5.011250801,5.006117714,4.884805422,5.012972601,5.371364273,4.848081762,5.244046457,5.305944601,4.603192966,5.456317045,5.380856193,5.035680815,5.008927923,4.699122726,4.835994467,5.005962385
TCF3,8.966336235,8.743082375,9.398178505,9.003720819,8.709674833,9.424310421,9.42402061,8.956793699,9.249674239,9.279160278,8.322253707,8.876103742,9.00368215,9.511668522,8.340891693,9.377148908,8.868752059,8.618165168,9.365389673,8.971048033,8.787000678,8.371506662,9.428236145,8.358690796,9.581842123,9.058954016,9.143674765,9.087295203,8.629830152,9.616906081,9.34884472,9.496781244,9.142296652,9.511989942,8.686429728,9.144420505,9.529601119,8.246256137,9.389363629,9.556018141,9.254024974,9.280465285,8.870719891,8.549930286,9.338530664,9.515326967,8.69245907,9.730354995,8.990944369,9.000798315,9.345624281,9.435493438,8.901279734,8.93411468,8.565993055,8.6455555,9.717503405,8.455032179,9.663096203,8.928538755,8.967718728,8.512176919,8.088638647,8.847436989,8.959394702,8.513814589,8.623343548,8.413766467
